,year,Region,Age,population
15,2025,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),20-24,444413.0
15,2025,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),25-29,429241.0
15,2025,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),30-34,363945.0
15,2025,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),35-39,248910.0
15,2025,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),40-44,209289.0
15,2025,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),45-49,205662.0
15,2025,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),5-9,575423.0
15,2025,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),50-54,178745.0
15,2025,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),55-59,147994.0
15,2025,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),60-64,109827.0
15,2025,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),65-69,64674.0
15,2025,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),70-74,38515.0
15,2025,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),75-79,19929.0
15,2025,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),80 and over,12072.0
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),0-4,622564.0
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),10-14,534996.0
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),15-19,462344.0
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),20-24,445410.4
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),25-29,432972.8
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),30-34,377596.0
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),35-39,272388.0
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),40-44,217531.2
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),45-49,206529.6
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),5-9,584518.4
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),50-54,183876.0
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),55-59,153295.2
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),60-64,115901.6
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),65-69,71679.2
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),70-74,41812.0
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),75-79,21823.2
16,2026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),80 and over,13277.6
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),0-4,627198.0
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),10-14,546597.0
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),15-19,479133.0
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),20-24,446407.8
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),25-29,436704.6
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),30-34,391247.0
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),35-39,295866.0
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),40-44,225773.4
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),45-49,207397.2
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),5-9,593613.8
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),50-54,189007.0
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),55-59,158596.4
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),60-64,121976.2
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),65-69,78684.4
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),70-74,45109.0
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),75-79,23717.4
17,2027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),80 and over,14483.2
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),0-4,631832.0
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),10-14,558198.0
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),15-19,495922.0
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),20-24,447405.2
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),25-29,440436.4
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),30-34,404898.0
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),35-39,319344.0
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),40-44,234015.6
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),45-49,208264.8
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),5-9,602709.2
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),50-54,194138.0
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),55-59,163897.6
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),60-64,128050.8
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),65-69,85689.6
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),70-74,48406.0
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),75-79,25611.6
18,2028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),80 and over,15688.8
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),0-4,636466.0
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),10-14,569799.0
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),15-19,512711.0
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),20-24,448402.6
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),25-29,444168.2
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),30-34,418549.0
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),35-39,342822.0
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),40-44,242257.8
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),45-49,209132.4
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),5-9,611804.6
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),50-54,199269.0
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),55-59,169198.8
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),60-64,134125.4
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),65-69,92694.8
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),70-74,51703.0
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),75-79,27505.8
19,2029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),80 and over,16894.4
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),0-4,641100.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),10-14,581400.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),15-19,529500.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),20-24,449400.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),25-29,447900.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),30-34,432200.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),35-39,366300.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),40-44,250500.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),45-49,210000.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),5-9,620900.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),50-54,204400.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),55-59,174500.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),60-64,140200.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),65-69,99700.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),70-74,55000.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),75-79,29400.0
20,2030,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),80 and over,18100.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),0-4,178100.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),10-14,169900.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),15-19,182700.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),20-24,169000.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),25-29,139100.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),30-34,115200.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),35-39,97700.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),40-44,91200.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),45-49,81300.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),5-9,174500.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),50-54,68100.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),55-59,50800.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),60-64,36400.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),65-69,25500.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),70-74,22000.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),75-79,14000.0
0,2010,CORDILLERA ADMINISTRATIVE REGION (CAR),80 and over,13800.0
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),0-4,178327.2
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),10-14,171160.0
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),15-19,181990.0
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),20-24,170250.6
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),25-29,141331.8
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),30-34,117369.4
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),35-39,99801.4
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),40-44,91052.4
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),45-49,82038.6
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),5-9,175721.6
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),50-54,69432.8
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),55-59,53040.6
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),60-64,38348.6
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),65-69,26728.2
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),70-74,21807.8
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),75-79,14514.6
1,2011,CORDILLERA ADMINISTRATIVE REGION (CAR),80 and over,14551.2
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),0-4,178554.4
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),10-14,172420.0
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),15-19,181280.0
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),20-24,171501.2
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),25-29,143563.6
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),30-34,119538.8
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),35-39,101902.8
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),40-44,90904.8
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),45-49,82777.2
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),5-9,176943.2
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),50-54,70765.6
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),55-59,55281.2
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),60-64,40297.2
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),65-69,27956.4
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),70-74,21615.6
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),75-79,15029.2
2,2012,CORDILLERA ADMINISTRATIVE REGION (CAR),80 and over,15302.4
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),0-4,178781.6
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),10-14,173680.0
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),15-19,180570.0
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),20-24,172751.8
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),25-29,145795.4
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),30-34,121708.2
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),35-39,104004.2
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),40-44,90757.2
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),45-49,83515.8
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),5-9,178164.8
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),50-54,72098.4
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),55-59,57521.8
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),60-64,42245.8
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),65-69,29184.6
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),70-74,21423.4
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),75-79,15543.8
3,2013,CORDILLERA ADMINISTRATIVE REGION (CAR),80 and over,16053.6
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),0-4,179008.8
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),10-14,174940.0
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),15-19,179860.0
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),20-24,174002.4
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),25-29,148027.2
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),30-34,123877.6
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),35-39,106105.6
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),40-44,90609.6
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),45-49,84254.4
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),5-9,179386.4
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),50-54,73431.2
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),55-59,59762.4
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),60-64,44194.4
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),65-69,30412.8
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),70-74,21231.2
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),75-79,16058.4
4,2014,CORDILLERA ADMINISTRATIVE REGION (CAR),80 and over,16804.8
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),0-4,179236.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),10-14,176200.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),15-19,179150.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),20-24,175253.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),25-29,150259.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),30-34,126047.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),35-39,108207.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),40-44,90462.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),45-49,84993.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),5-9,180608.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),50-54,74764.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),55-59,62003.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),60-64,46143.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),65-69,31641.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),70-74,21039.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),75-79,16573.0
5,2015,CORDILLERA ADMINISTRATIVE REGION (CAR),80 and over,17556.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),0-4,180024.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),10-14,176264.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),15-19,178589.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),20-24,175817.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),25-29,151975.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),30-34,129721.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),35-39,111720.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),40-44,93109.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),45-49,86201.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),5-9,180905.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),50-54,75328.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),55-59,62974.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),60-64,47480.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),65-69,33046.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),70-74,21972.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),75-79,16761.0
6,2016,CORDILLERA ADMINISTRATIVE REGION (CAR),80 and over,17494.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),0-4,180693.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),10-14,176198.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),15-19,177883.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),20-24,176266.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),25-29,153619.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),30-34,133381.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),35-39,115221.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),40-44,95740.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),45-49,87367.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),5-9,181073.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),50-54,75841.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),55-59,63918.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),60-64,48807.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),65-69,34451.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),70-74,22906.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),75-79,16939.0
7,2017,CORDILLERA ADMINISTRATIVE REGION (CAR),80 and over,17414.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),0-4,181250.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),10-14,176005.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),15-19,177037.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),20-24,176608.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),25-29,155195.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),30-34,137026.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),35-39,118725.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),40-44,98360.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),45-49,88494.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),5-9,181118.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),50-54,76310.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),55-59,64831.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),60-64,50124.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),65-69,35860.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),70-74,23841.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),75-79,17108.0
8,2018,CORDILLERA ADMINISTRATIVE REGION (CAR),80 and over,17318.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),0-4,181697.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),10-14,175687.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),15-19,176055.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),20-24,176841.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),25-29,156704.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),30-34,140661.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),35-39,122220.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),40-44,100965.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),45-49,89584.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),5-9,181042.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),50-54,76736.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),55-59,65722.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),60-64,51435.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),65-69,37271.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),70-74,24779.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),75-79,17270.0
9,2019,CORDILLERA ADMINISTRATIVE REGION (CAR),80 and over,17212.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),0-4,182034.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),10-14,175247.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),15-19,174941.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),20-24,176963.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),25-29,158146.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),30-34,144285.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),35-39,125715.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),40-44,103562.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),45-49,90638.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),5-9,180841.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),50-54,77121.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),55-59,66583.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),60-64,52740.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),65-69,38692.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),70-74,25720.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),75-79,17420.0
10,2020,CORDILLERA ADMINISTRATIVE REGION (CAR),80 and over,17090.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),0-4,182265.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),10-14,174689.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),15-19,173698.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),20-24,176980.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),25-29,159516.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),30-34,147881.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),35-39,129190.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),40-44,106134.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),45-49,91653.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),5-9,180526.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),50-54,77459.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),55-59,67414.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),60-64,54029.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),65-69,40108.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),70-74,26657.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),75-79,17564.0
11,2021,CORDILLERA ADMINISTRATIVE REGION (CAR),80 and over,16956.0
12,2022,CORDILLERA ADMINISTRATIVE REGION (CAR),0-4,182386.0
12,2022,CORDILLERA ADMINISTRATIVE REGION (CAR),10-14,174018.0
12,2022,CORDILLERA ADMINISTRATIVE REGION (CAR),15-19,172332.0
12,2022,CORDILLERA ADMINISTRATIVE REGION (CAR),20-24,176891.0
12,2022,CORDILLERA ADMINISTRATIVE REGION (CAR),25-29,160811.0
12,2022,CORDILLERA ADMINISTRATIVE REGION (CAR),30-34,151453.0
12,2022,CORDILLERA ADMINISTRATIVE REGION (CAR),35-39,132651.0
12,2022,CORDILLERA ADMINISTRATIVE REGION (CAR),40-44,108686.0
12,2022,CORDILLERA ADMINISTRATIVE REGION (CAR),45-49,92627.0
12,2022,CORDILLERA ADMINISTRATIVE REGION (CAR),5-9,180100.0
12,2022,CORDILLERA ADMINISTRATIVE REGION (CAR),50-54,77757.0
